"author","year","title","exposure","outcome","outcome_info","outcome_group","MR_design","MR_method","effect_estimate","estimate"
"Chen",2019,"Causal relationships between adiposity and childhood asthma:bi-directional Mendelian Randomization analysis","BMI","asthma","non-atopic","respiratory","One-sample (bi-directional)","Two-stage-least-squares","RR","1.07"
"Chen",2019,"Causal relationships between adiposity and childhood asthma:bi-directional Mendelian Randomization analysis","BMI","asthma","atopic","respiratory","One-sample (bi-directional)","Two-stage-least-squares","RR","1.01"
"Chen",2019,"Causal relationships between adiposity and childhood asthma:bi-directional Mendelian Randomization analysis","BMI","asthma","active","respiratory","One-sample (bi-directional)","Two-stage-least-squares","RR","1.02"
"Chen",2019,"Causal relationships between adiposity and childhood asthma:bi-directional Mendelian Randomization analysis","BMI","asthma","non-atopic","respiratory","One-sample (bi-directional)","Two-stage-least-squares","RR","1"
"Chen",2019,"Causal relationships between adiposity and childhood asthma:bi-directional Mendelian Randomization analysis","BMI","asthma","atopic","respiratory","One-sample (bi-directional)","Two-stage-least-squares","RR","1.02"
"Colak",2016,"Obese individuals experience wheezing without asthma but not asthma without wheezing:a Mendelian randomisation study of 85 437 adultsfrom the Copenhagen General Population Study","BMI","asthma","asthma","respiratory","One-sample","Not discussed","OR compared to reference group","1.02"
"Colak",2016,"Obese individuals experience wheezing without asthma but not asthma without wheezing:a Mendelian randomisation study of 85 437 adultsfrom the Copenhagen General Population Study","BMI","asthma","without wheezing","respiratory","One-sample","Not discussed","OR compared to reference group","1.02"
"Colak",2016,"Obese individuals experience wheezing without asthma but not asthma without wheezing:a Mendelian randomisation study of 85 437 adultsfrom the Copenhagen General Population Study","BMI","asthma","asthma","respiratory","One-sample","Not discussed","OR compared to reference group","1.05"
"Colak",2016,"Obese individuals experience wheezing without asthma but not asthma without wheezing:a Mendelian randomisation study of 85 437 adultsfrom the Copenhagen General Population Study","BMI","asthma","without wheezing","respiratory","One-sample","Not discussed","OR compared to reference group","0.92"
"Colak",2016,"Obese individuals experience wheezing without asthma but not asthma without wheezing:a Mendelian randomisation study of 85 437 adultsfrom the Copenhagen General Population Study","BMI","asthma","asthma","respiratory","One-sample","Not discussed","OR compared to reference group","1.06"
"Colak",2016,"Obese individuals experience wheezing without asthma but not asthma without wheezing:a Mendelian randomisation study of 85 437 adultsfrom the Copenhagen General Population Study","BMI","asthma","without wheezing","respiratory","One-sample","Not discussed","OR compared to reference group","0.9"
"Granell",2014,"Effects of BMI, Fat Mass and Lean Mass on Asthma in Childhood: A Mendelian Randomization Study","BMI","asthma","current","respiratory","One-sample","Two-Stage GMM","RR","1.55"
"Granell",2014,"Effects of BMI, Fat Mass and Lean Mass on Asthma in Childhood: A Mendelian Randomization Study","BMI","asthma","current","respiratory","One-sample","Two-Stage GMM","RR","1.4"
"Granell",2014,"Effects of BMI, Fat Mass and Lean Mass on Asthma in Childhood: A Mendelian Randomization Study","BMI","asthma","current","respiratory","One-sample","Two-Stage GMM","RR","1.77"
"Granell",2014,"Effects of BMI, Fat Mass and Lean Mass on Asthma in Childhood: A Mendelian Randomization Study","BMI","asthma","non-atopic","respiratory","One-sample","Two-Stage GMM","RR","1.9"
"Granell",2014,"Effects of BMI, Fat Mass and Lean Mass on Asthma in Childhood: A Mendelian Randomization Study","BMI","asthma","non-atopic","respiratory","One-sample","Two-Stage GMM","RR","1.47"
"Granell",2014,"Effects of BMI, Fat Mass and Lean Mass on Asthma in Childhood: A Mendelian Randomization Study","BMI","asthma","non-atopic","respiratory","One-sample","Two-Stage GMM","RR","2.49"
"Granell",2014,"Effects of BMI, Fat Mass and Lean Mass on Asthma in Childhood: A Mendelian Randomization Study","BMI","asthma","atopic","respiratory","One-sample","Two-Stage GMM","RR","1.37"
"Granell",2014,"Effects of BMI, Fat Mass and Lean Mass on Asthma in Childhood: A Mendelian Randomization Study","BMI","asthma","atopic","respiratory","One-sample","Two-Stage GMM","RR","1.25"
"Granell",2014,"Effects of BMI, Fat Mass and Lean Mass on Asthma in Childhood: A Mendelian Randomization Study","BMI","asthma","atopic","respiratory","One-sample","Two-Stage GMM","RR","1.54"
"Granell",2014,"Effects of BMI, Fat Mass and Lean Mass on Asthma in Childhood: A Mendelian Randomization Study","BMI","asthma","current","respiratory","One-sample","Two-Stage GMM","RR","1.38"
"Granell",2014,"Effects of BMI, Fat Mass and Lean Mass on Asthma in Childhood: A Mendelian Randomization Study","BMI","asthma","current","respiratory","One-sample","Two-Stage GMM","RR","1.46"
"Granell",2014,"Effects of BMI, Fat Mass and Lean Mass on Asthma in Childhood: A Mendelian Randomization Study","BMI","asthma","current","respiratory","One-sample","Two-Stage GMM","RR","1.29"
"Granell",2014,"Effects of BMI, Fat Mass and Lean Mass on Asthma in Childhood: A Mendelian Randomization Study","BMI","asthma","non-atopic","respiratory","One-sample","Two-Stage GMM","RR","1.44"
"Granell",2014,"Effects of BMI, Fat Mass and Lean Mass on Asthma in Childhood: A Mendelian Randomization Study","BMI","asthma","non-atopic","respiratory","One-sample","Two-Stage GMM","RR","1.38"
"Granell",2014,"Effects of BMI, Fat Mass and Lean Mass on Asthma in Childhood: A Mendelian Randomization Study","BMI","asthma","non-atopic","respiratory","One-sample","Two-Stage GMM","RR","1.5"
"Granell",2014,"Effects of BMI, Fat Mass and Lean Mass on Asthma in Childhood: A Mendelian Randomization Study","BMI","asthma","atopic","respiratory","One-sample","Two-Stage GMM","RR","1.2"
"Granell",2014,"Effects of BMI, Fat Mass and Lean Mass on Asthma in Childhood: A Mendelian Randomization Study","BMI","asthma","atopic","respiratory","One-sample","Two-Stage GMM","RR","1.24"
"Granell",2014,"Effects of BMI, Fat Mass and Lean Mass on Asthma in Childhood: A Mendelian Randomization Study","BMI","asthma","atopic","respiratory","One-sample","Two-Stage GMM","RR","1.13"
"Granell",2014,"Effects of BMI, Fat Mass and Lean Mass on Asthma in Childhood: A Mendelian Randomization Study","BMI","asthma","current","respiratory","One-sample","Two-Stage GMM","RR","1.27"
"Granell",2014,"Effects of BMI, Fat Mass and Lean Mass on Asthma in Childhood: A Mendelian Randomization Study","BMI","asthma","current","respiratory","One-sample","Two-Stage GMM","RR","1.21"
"Granell",2014,"Effects of BMI, Fat Mass and Lean Mass on Asthma in Childhood: A Mendelian Randomization Study","BMI","asthma","current","respiratory","One-sample","Two-Stage GMM","RR","1.38"
"Granell",2014,"Effects of BMI, Fat Mass and Lean Mass on Asthma in Childhood: A Mendelian Randomization Study","BMI","asthma","non-atopic","respiratory","One-sample","Two-Stage GMM","RR","1.51"
"Granell",2014,"Effects of BMI, Fat Mass and Lean Mass on Asthma in Childhood: A Mendelian Randomization Study","BMI","asthma","atopic","respiratory","One-sample","Two-Stage GMM","RR","1.09"
"Granell",2014,"Effects of BMI, Fat Mass and Lean Mass on Asthma in Childhood: A Mendelian Randomization Study","BMI","asthma","current","respiratory","One-sample","Two-Stage GMM","RR","1.48"
"Granell",2014,"Effects of BMI, Fat Mass and Lean Mass on Asthma in Childhood: A Mendelian Randomization Study","BMI","asthma","current","respiratory","One-sample","Two-Stage GMM","RR","1.2"
"Granell",2014,"Effects of BMI, Fat Mass and Lean Mass on Asthma in Childhood: A Mendelian Randomization Study","BMI","asthma","current","respiratory","One-sample","Two-Stage GMM","RR","1.86"
"Granell",2014,"Effects of BMI, Fat Mass and Lean Mass on Asthma in Childhood: A Mendelian Randomization Study","BMI","asthma","non-atopic","respiratory","One-sample","Two-Stage GMM","RR","2.66"
"Granell",2014,"Effects of BMI, Fat Mass and Lean Mass on Asthma in Childhood: A Mendelian Randomization Study","BMI","asthma","atopic","respiratory","One-sample","Two-Stage GMM","RR","1.06"
"Granell",2014,"Effects of BMI, Fat Mass and Lean Mass on Asthma in Childhood: A Mendelian Randomization Study","BMI","asthma","current","respiratory","One-sample","Two-Stage GMM","RR","1.29"
"Granell",2014,"Effects of BMI, Fat Mass and Lean Mass on Asthma in Childhood: A Mendelian Randomization Study","BMI","asthma","current","respiratory","One-sample","Two-Stage GMM","RR","1.36"
"Granell",2014,"Effects of BMI, Fat Mass and Lean Mass on Asthma in Childhood: A Mendelian Randomization Study","BMI","asthma","current","respiratory","One-sample","Two-Stage GMM","RR","1.19"
"Granell",2014,"Effects of BMI, Fat Mass and Lean Mass on Asthma in Childhood: A Mendelian Randomization Study","BMI","asthma","non-atopic","respiratory","One-sample","Two-Stage GMM","RR","1.91"
"Granell",2014,"Effects of BMI, Fat Mass and Lean Mass on Asthma in Childhood: A Mendelian Randomization Study","BMI","asthma","atopic","respiratory","One-sample","Two-Stage GMM","RR","0.92"
"Granell",2014,"Effects of BMI, Fat Mass and Lean Mass on Asthma in Childhood: A Mendelian Randomization Study","BMI","asthma","current, doctor diagnosed","respiratory","One-sample","Two-Stage GMM","RR","1.43"
"Granell",2014,"Effects of BMI, Fat Mass and Lean Mass on Asthma in Childhood: A Mendelian Randomization Study","BMI","asthma","current, doctor diagnosed","respiratory","One-sample","Two-Stage GMM","RR","1.38"
"Granell",2014,"Effects of BMI, Fat Mass and Lean Mass on Asthma in Childhood: A Mendelian Randomization Study","BMI","asthma","current, doctor diagnosed","respiratory","One-sample","Two-Stage GMM","RR","1.47"
"Granell",2014,"Effects of BMI, Fat Mass and Lean Mass on Asthma in Childhood: A Mendelian Randomization Study","BMI","asthma","non-atopic, doctor diagnosed","respiratory","One-sample","Two-Stage GMM","RR","1.78"
"Granell",2014,"Effects of BMI, Fat Mass and Lean Mass on Asthma in Childhood: A Mendelian Randomization Study","BMI","asthma","atopic, doctor diagnosed","respiratory","One-sample","Two-Stage GMM","RR","1.29"
"Granell",2014,"Effects of BMI, Fat Mass and Lean Mass on Asthma in Childhood: A Mendelian Randomization Study","BMI","asthma","current, doctor diagnosed","respiratory","One-sample","Two-Stage GMM","RR","1.4"
"Granell",2014,"Effects of BMI, Fat Mass and Lean Mass on Asthma in Childhood: A Mendelian Randomization Study","BMI","asthma","current, doctor diagnosed","respiratory","One-sample","Two-Stage GMM","RR","1.36"
"Granell",2014,"Effects of BMI, Fat Mass and Lean Mass on Asthma in Childhood: A Mendelian Randomization Study","BMI","asthma","current, doctor diagnosed","respiratory","One-sample","Two-Stage GMM","RR","1.45"
"Granell",2014,"Effects of BMI, Fat Mass and Lean Mass on Asthma in Childhood: A Mendelian Randomization Study","BMI","asthma","non-atopic, doctor diagnosed","respiratory","One-sample","Two-Stage GMM","RR","1.83"
"Granell",2014,"Effects of BMI, Fat Mass and Lean Mass on Asthma in Childhood: A Mendelian Randomization Study","BMI","asthma","atopic, doctor diagnosed","respiratory","One-sample","Two-Stage GMM","RR","1.17"
"Granell",2014,"Effects of BMI, Fat Mass and Lean Mass on Asthma in Childhood: A Mendelian Randomization Study","BMI","asthma","current, doctor diagnosed","respiratory","One-sample","Two-Stage GMM","RR","1.36"
"Granell",2014,"Effects of BMI, Fat Mass and Lean Mass on Asthma in Childhood: A Mendelian Randomization Study","BMI","asthma","current, doctor diagnosed","respiratory","One-sample","Two-Stage GMM","RR","1.38"
"Granell",2014,"Effects of BMI, Fat Mass and Lean Mass on Asthma in Childhood: A Mendelian Randomization Study","BMI","asthma","current, doctor diagnosed","respiratory","One-sample","Two-Stage GMM","RR","1.32"
"Granell",2014,"Effects of BMI, Fat Mass and Lean Mass on Asthma in Childhood: A Mendelian Randomization Study","BMI","asthma","non-atopic, doctor diagnosed","respiratory","One-sample","Two-Stage GMM","RR","1.83"
